🔹央视频道🔹,#genre#
CCTV-13 新闻,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226717/1.m3u8
CCTV-14 少儿,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226663/1.m3u8
CCTV-14 少儿,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226645/1.m3u8
CCTV-14 少儿,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226645/1.m3u8
CCTV-16 奥林匹克,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226825/1.m3u8
CCTV-16 奥林匹克,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226825/1.m3u8
CCTV-17 农业农村,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226660/1.m3u8
CCTV-17 农业农村,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226727/1.m3u8
CCTV-17 农业农村,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226660/1.m3u8

🔹卫视频道🔹,#genre#
安徽卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226655/1.m3u8
安徽卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226655/1.m3u8
安徽卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226664/1.m3u8
北京卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226719/1.m3u8
北京卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226719/1.m3u8
兵团卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226661/1.m3u8
兵团卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226661/1.m3u8
重庆卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226680/1.m3u8
重庆卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226680/1.m3u8
东方卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226734/1.m3u8
东方卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226734/1.m3u8
东南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226670/1.m3u8
东南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226675/1.m3u8
东南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226670/1.m3u8
凤凰卫视,http://api.kkhk.itv888.vip:8080/streams/vny1wblsnch/index.m3u8
甘肃卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226662/1.m3u8
甘肃卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226662/1.m3u8
广西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226681/1.m3u8
广西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226681/1.m3u8
贵州卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226672/1.m3u8
贵州卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226676/1.m3u8
贵州卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226672/1.m3u8
湖北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226713/1.m3u8
河北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226684/1.m3u8
河北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226665/1.m3u8
河北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226684/1.m3u8
河北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226665/1.m3u8
湖北卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226713/1.m3u8
黑龙江卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226716/1.m3u8
海南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226683/1.m3u8
海南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226679/1.m3u8
河南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226668/1.m3u8
湖南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226698/1.m3u8
河南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226687/1.m3u8
湖南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226698/1.m3u8
河南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226668/1.m3u8
海南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226679/1.m3u8
吉林卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226671/1.m3u8
吉林卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226671/1.m3u8
江苏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226692/1.m3u8
江苏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226692/1.m3u8
江西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226726/1.m3u8
江西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226682/1.m3u8
江西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226682/1.m3u8
辽宁卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226689/1.m3u8
辽宁卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226689/1.m3u8
内蒙古卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226685/1.m3u8
内蒙古卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226685/1.m3u8
宁夏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226691/1.m3u8
青海卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226696/1.m3u8
青海卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226696/1.m3u8
四川卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226659/1.m3u8
四川卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226697/1.m3u8
四川卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226659/1.m3u8
山东教育卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226701/1.m3u8
山东卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226693/1.m3u8
山东卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226693/1.m3u8
陕西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226707/1.m3u8
山西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226704/1.m3u8
陕西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226707/1.m3u8
山西卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226704/1.m3u8
深圳卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226688/1.m3u8
深圳卫视,http://8.138.7.223/tv/gd.php?id=0201
深圳卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226688/1.m3u8
天津卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226686/1.m3u8
天津卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226686/1.m3u8
新疆卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226716/1.m3u8
新疆卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226700/1.m3u8
厦门卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226695/1.m3u8
厦门卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226695/1.m3u8
西藏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226710/1.m3u8
西藏卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226710/1.m3u8
云南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226709/1.m3u8
云南卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226709/1.m3u8
浙江卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226690/1.m3u8
浙江卫视,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226690/1.m3u8

🔹其他频道🔹,#genre#
ASTRO AOD,http://cdn9.163189.xyz/smt1.1.php?id=Aodhd
CGTN,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226666/1.m3u8
CETV1,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226712/1.m3u8
CETV1,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226673/1.m3u8
CETV2,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226718/1.m3u8
CETV3,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226722/1.m3u8
CETV4,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8
CHC影迷电影2,http://api.kkhk.itv888.vip:8080/streams/narc71xn3d/index.m3u8
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
HOY78电视家,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20079
MYTV黃金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=32
Now Sports 651,https://dko29we9nm1rd.cloudfront.net/hls/CH651/index.m3u8
Now Sports 652,https://dko29we9nm1rd.cloudfront.net/hls/CH652/index.m3u8
Now爆谷台,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20089
Now新闻频道,http://cdn.163189.xyz/163189/now
Now星影台,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20088
Now英超1,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20092
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVBplus,http://cdn.163189.xyz/live/?id=tvbp
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
TntSports3,http://iptv.4666888.xyz/iptv2A.php?id=3
TVB plus备3,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
TVB翡翠,http://iptv.4666888.xyz/iptv2A.php?id=34
TVB翡翠(馬來),http://iptv.4666888.xyz/iptv2A.php?id=28
TVB-獎門人,http://iptv.4666888.xyz/iptv2A.php?id=31
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
TVB娱乐新闻,http://iptv.4666888.xyz/iptv2A.php?id=36
北京纪实科教,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226658/1.m3u8
北京纪实科教,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226656/1.m3u8
北京纪实科教,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226730/1.m3u8
贝英文,https://isus.cc/php/huya.php?id=30080237
成龙,https://isus.cc/php/huya.php?id=11342386
大片,https://isus.cc/php/huya.php?id=11352869
大片全明星阵容,https://isus.cc/php/huya.php?id=21059563
狄仁杰,https://isus.cc/php/huya.php?id=11352958
电影,https://isus.cc/php/huya.php?id=11352893
谍影重重,https://isus.cc/php/huya.php?id=22889219
德英文,https://isus.cc/php/huya.php?id=21059578
电影最TOP,https://isus.cc/php/huya.php?id=11774959
大自然纪录片,https://315600.xyz/dl/douyu.php?id=4837387
动作悬疑片,https://isus.cc/php/huya.php?id=11602077
翡翠剧集台,https://6.cdn.loc.cc/163189.php?id=tvbd
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
凤凰香港,http://r.jdshipin.com/yDoTN
凤凰香港2,http://api.kkhk.itv888.vip:8080/streams/mty4v56ud39/index.m3u8
凤凰香港Pdtv,http://rihou.cc:555/tv/[Pd]凤凰香港
凤凰香港电视家,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20065
凤凰香港台,https://cdn6.163189.xyz/163189/fhhk
凤凰中文,http://r.jdshipin.com/cCCzW
鳳凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27
凤凰中文Pdtv,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰中文电视家,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20063
凤凰中文台,https://cdn6.163189.xyz/163189/fhzw
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯2,http://api.kkhk.itv888.vip:8080/streams/wzt3qbit80m/index.m3u8
凤凰资讯Pdtv,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰资讯台,https://cdn6.163189.xyz/163189/fhzx
广东公共酒店,http://183.62.8.58:50085/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广东民生,http://hongzhijiaoyu.net:8188/udp/239.77.0.225:5146
广东民生,http://183.236.43.98:4111/udp/239.77.0.225:5146
广东民生,http://www.8888866.xyz:10000/udp/239.77.0.225:5146
广东民生,http://183.236.43.98:4014/udp/239.77.0.225:5146
广东珠江,https://gx.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1&&IASHttpSessionId=RR778520250111113355399717&ispcode=1108
广东珠江,https://gd.luzong.cc.cd/gdzj
高清修复看经典,https://isus.cc/php/huya.php?id=24380318
怪兽系列 巨蟒和大白鲨来袭,https://isus.cc/php/huya.php?id=21059554
广州南国都市,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4
广州新闻频道,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3
广州综合频道,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
洪金宝系列,https://isus.cc/php/huya.php?id=11342427
华丽翡翠,http://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
寰宇新闻,http://huhu11.a1.luyouxia.net:26894/play/HK-MY/proxy.php?id=globalnews
寰宇新闻,http://huhu11.a1.luyouxia.net:26894/play/电视家/电视家.php?id=20176
经典的破案爱情,https://isus.cc/php/huya.php?id=11336578
纪录,https://315600.xyz/dl/douyu.php?id=454867
纪录2,https://315600.xyz/dl/douyu.php?id=4837387
军事国防央七,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011522
巨石强森系列,https://isus.cc/php/huya.php?id=21059581
杰森·斯坦森,https://isus.cc/php/huya.php?id=21059588
金鹰纪实,http://rrs03.hw.gmcc.net:8088/PLTV/81/224/3221226667/1.m3u8
科幻系列 硬核浪漫,https://isus.cc/php/huya.php?id=11352895
刘德华电影,https://isus.cc/php/huya.php?id=11342424
老电影,https://isus.cc/php/huya.php?id=23017124
李连杰功夫大片,https://isus.cc/php/huya.php?id=11342390
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000001000005969/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000001000028638/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000001000010129/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000001000008176/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000001000007218/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000001000008379/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=toShengfen&mode=1
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000004193/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000005837/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000011297/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000012558/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000020000011531/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011531&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000015470/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000011518/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000020000011520/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011520&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000015560/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000017678/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000021904/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000012616/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000019839/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000003915
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000027691/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
咪咕视频,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/3000000010000031669/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=790995DFA9F142B8B114EDA03A996C61
